customer_id,first_name,last_name,gender,email,phone_number,street_address,city,state,zip_code,country,signup_date,birth_date,loyalty_status,preferred_channel,marketing_opt_in,lifetime_value,return_rate,customer_status
108203,Kimberly,Torres,F,kimberly.torres74@gmail.com,(278)452-9161,1645 Park St,Milwaukee,WI,47261,USA,2020-05-19,05/16/1955,Bronze,Web,True,201.09,0.3506,Active
800305,Ronald,White,M,ronald.white11@gmail.com,(924)875-8861,7539 Hill Ter,Denver,CO,96246,USA,2019-03-11,01/10/1984,Bronze,Web,True,30.03,0.3114,Churned
956795,Kevin,Williams,M,kevin.williams94@hotmail.com,(416)249-5635,5394 Main Ave,Oklahoma City,OK,81716,USA,2023-01-30,02/24/1984,Silver,Email,False,644.82,0.2827,Active
681542,Deborah,Garcia,F,deborah.garcia99@yahoo.com,(221)413-3669,6465 Highland Ln,Fort Worth,TX,94825,USA,2020-11-11,12/21/1970,Bronze,In-Store,True,770.74,0.5073,Active
413921,Jessica,Martin,F,jessica.martin78@gmail.com,(881)298-7020,8499 Washington Way,Indianapolis,IN,68385,USA,2022-11-06,10/27/1982,Gold,Web,False,120.44,0.0131,Suspended
795613,Jacob,Moore,M,N/A,(845)636-2522,762 Spring Rd,Denver,CO,70755,USA,2022-09-29,02/04/1963,Gold,Web,False,358.86,0.237,Active
208618,Katherine,Baker,F,katherine.baker83@outlook.com,(679)647-2297,7925 River Blvd,Washington,DC,26749,USA,2019-09-28,06/09/1999,Silver,Web,True,234.12,0.0969,Inactive
240814,Donald,King,M,donald.king6@icloud.com,(622)296-8612,9413 Hill Rd,Columbus,OH,43405,USA,2021-04-25,04/13/1959,Bronze,Mobile App,True,122.89,0.1254,Inactive
377312,Elizabeth,Roberts,F,elizabeth.roberts60@gmail.com,(386)602-1741,1464 Valley Ln,San Francisco,CA,51149,USA,2018-03-08,03/22/1965,Bronze,Email,False,301.67,0.2126,Churned
221035,Janet,Robinson,F,janet.robinson24@gmail.com,(280)964-5248,1842 Valley Pl,Memphis,TN,12348,USA,01/17/2023,10/12/1978,Silver,Web,True,267.01,0.1949,Churned
212235,Ronald,Davis,M,ronald.davis52@icloud.com,(510)833-6910,6571 River Ave,New York,NY,26395,USA,12/05/2019,10/21/1997,Silver,Web,True,0.41,0.1937,Active
878480,Mary,Gonzalez,F,mary.gonzalez27@gmail.com,(348)865-4961,7239 Willow Dr,Houston,TX,21284,USA,2018-03-07,11/20/1971,Bronze,Email,,203.72,0.2792,Active
680097,Jerry,Robinson,M,jerry.robinson22@icloud.com,(696)682-1321,7464 Birch Dr,Phoenix,AZ,36389,USA,2023-04-26,11/06/1992,Gold,Mobile App,True,74.42,0.2717,Active
262998,Larry,Sanchez,M,larry.sanchez92@gmail.com,(625)707-5764,706 Forest Ct,Los Angeles,CA,73714,USA,2021-09-29,09/16/1955,Silver,Web,True,47.2,0.4508,Inactive
385577,Emma,Campbell,F,emma.campbell68@gmail.com,(790)523-2040,4488 Valley Way,Nashville,TN,25327,USA,2023-06-22,10/22/1975,Gold,Web,False,121.97,0.309,Active
395442,Brandon,Adams,M,brandon.adams37@icloud.com,(552)648-4802,8417 Lake Ter,Jacksonville,FL,[Null],USA,2023-01-11,02/19/1994,Bronze,Web,True,144.67,0.0406,Active
734210,Scott,Rivera,M,scott.rivera93@icloud.com,(889)868-6902,7838 Pine Ter,El Paso,TX,37159,USA,2023-04-03,10/07/1966,Gold,Web,False,129.8,0.2425,Active
320861,Frank,Mitchell,M,frank.mitchell21@yahoo.com,(625)705-5975,3945 Washington Pl,Chicago,IL,16166,USA,2023-06-01,08/01/1966,Bronze,Web,True,97.87,0.2976,Active
852470,Brian,Taylor,M,brian.taylor65@gmail.com,(265)545-8055,1967 Cherry Dr,Jacksonville,FL,25818,USA,2019-10-12,09/04/1970,Gold,Phone,False,546.29,0.4175,Active
459536,Sandra,young,F,sandra.young99@outlook.com,(354)906-9444,1806 Main Way,Dallas,TX,69917,USA,2021-10-25,11/14/1986,Bronze,Mobile App,False,116.68,0.1208,Active
313487,Richard,Flores,M,richard.flores22@hotmail.com,(570)360-5786,7333 Spring Way,Nashville,TN,23014,USA,2019-02-22,10/07/1958,Bronze,,True,59.97,0.3004,Inactive
820892,Katherine,White,F,katherine.white57@yahoo.com,(451)685-6592,4798 Spring Blvd,Austin,TX,21171,USA,2019-07-19,01/12/1966,Gold,Web,False,464.77,0.1177,Active
765046,George,Rivera,M,george.rivera32@gmail.com,(971)742-7909,3838 Elm Ct,Memphis,TN,64186,USA,2022-08-27,05/10/1987,Bronze,In-Store,True,299.72,0.1163,Churned
994343,Ryan,King,M,ryan.king99@gmail.com,(729)271-2389,5642 Park Ct,Louisville,KY,31538,USA,2022-01-21,09/02/1957,Silver,In-Store,True,581.41,0.5222,Churned
376807,Michael,Sanchez,M,michael.sanchez8@outlook.com,(629)611-5986,5239 Sunset St,Memphis,TN,46671,USA,06/01/2018,07/17/1968,Gold,In-Store,False,104.89,0.2461,Suspended
629959,Helen,Martinez,F,helen.martinez70@icloud.com,[null],3332 River Ave,Washington,DC,14845,USA,2022-07-13,01/11/1995,Silver,Mobile App,True,207.03,0.4477,Active
612262,Carol,harris,F,carol.harris37@gmail.com,(723)765-6115,8641 Park Blvd,Boston,MA,13069,USA,2019-06-01,09/10/2001,Bronze,Web,False,1079.69,0.1711,Churned
363319,Jonathan,Nguyen,M,jonathan.nguyen65@gmail.com,(261)581-5255,8414 Sunset Ave,Dallas,TX,16256,USA,2020-09-15,04/08/1982,Bronze,Web,False,473.1,0.4202,Active
987204,Jeffrey,Martin,M,jeffrey.martin31@hotmail.com,(558)506-5661,9484 Elm Ct,Denver,CO,78113,USA,2018-01-22,08/27/1995,Bronze,Web,True,275.03,0.0645,Churned
153266,Susan,Lee,F,susan.lee19@icloud.com,(283)294-2018,7061 Elm Way,San Francisco,CA,Null,USA,2020-02-28,05/31/1987,Bronze,In-Store,True,111.82,0.0142,Active
196781,William,White,M,william.white67@outlook.com,(798)710-7937,7310 Forest Ct,El Paso,TX,31344,USA,11/26/2023,02/18/1991,Silver,In-Store,True,451.2,0.2782,Inactive
765095,Angela,Rodriguez,F,angela.rodriguez66@yahoo.com,(911)417-8461,7855 Main Blvd,Indianapolis,IN,83272,USA,2023-02-18,08/10/1966,Bronze,Phone,False,607.06,0.3549,Churned
544151,Joseph,Hill,M,joseph.hill74@gmail.com,(735)356-2929,6186 River Rd,Las Vegas,NV,49748,USA,2022-08-01,11/24/1964,Bronze,In-Store,True,106.09,0.2354,Active
969634,Gary,Johnson,M,gary.johnson54@gmail.com,(512)490-4532,3099 Forest St,Louisville,KY,26033,USA,2019-08-09,10/02/1967,Silver,In-Store,False,112.83,0.1279,Active
390120,Amanda,Jones,F,amanda.jones40@outlook.com,(586)686-3175,2369 Spring Way,Las Vegas,NV,68973,USA,2018-07-03,06/18/1992,Bronze,Web,True,127.21,0.243,Inactive
146228,Charles,Campbell,M,charles.campbell51@gmail.com,(246)886-8259,4644 Maple Blvd,Austin,TX,13251,USA,2019-01-01,10/01/1991,Silver,Web,True,-168.02,0.2071,Active
103717,Samantha,Roberts,F,samantha.roberts11@gmail.com,(833)754-1866,9442 Spring Dr,Washington,DC,72368,USA,2021-06-19,02/08/1966,Gold,Mobile App,True,169.43,0.1703,Active
449759,Patricia,Davis,F,patricia.davis36@hotmail.com,(922)793-8278,1486 Willow Ter,El Paso,TX,51999,USA,2023-12-19,02/15/1971,Platinum,Mobile App,False,9.28,0.4151,Active
908577,Justin,Williams,M,justin.williams54@gmail.com,(740)524-7258,4313 Maple Ave,Indianapolis,IN,23019,USA,2018-04-06,07/01/1985,Silver,Web,True,124.15,0.1059,Inactive
237174,Lisa,Jackson,F,lisa.jackson20@gmail.com,(617)894-3772,1065 Cherry Rd,Phoenix,AZ,33784,USA,2020-01-19,12/05/1977,Platinum,Mobile App,False,212.24,0.309,Inactive
768061,Alexander,Brown,M,alexander.brown53@outlook.com,(584)323-1849,3418 Lake Ter,San Jose,CA,86812,USA,2022-05-17,11/10/1963,Bronze,Mobile App,True,415.52,0.0255,Active
374680,Amy,Allen,F,amy.allen35@gmail.com,(675)766-7669,1172 Forest St,Memphis,TN,63411,USA,2023-08-29,07/18/1989,Silver,Web,False,224.77,0.1887,Inactive
269430,Patricia,Moore,F,patricia.moore84@outlook.com,(781)616-8306,1474 Spring Dr,Seattle,WA,28660,USA,2019-02-20,02/05/1977,Silver,Mobile App,False,42.87,0.0746,Active
877236,Jonathan,Hernandez,M,jonathan.hernandez72@gmail.com,(201)675-5739,2842 Oak St,Louisville,KY,73201,USA,2020-10-01,01/06/1993,Bronze,Email,False,54.62,0.4618,Active
563298,Scott,Taylor,M,scott.taylor28@outlook.com,(246)365-9750,9325 Maple Ln,Portland,OR,Null,USA,2022-04-07,07/12/1986,Platinum,Web,False,209.64,0.3171,Suspended
678478,Frank,Davis,M,frank.davis27@outlook.com,(898)550-5282,7517 Hill Dr,Portland,OR,96805,USA,2019-07-27,01/27/1980,Silver,Mobile App,False,425.4,0.3057,Churned
839945,Kevin,Wilson,M,kevin.wilson18@yahoo.com,(823)687-1070,256 Pine Ct,Charlotte,NC,82848,USA,2021-09-07,06/04/1956,Bronze,In-Store,False,201.52,0.0984,Inactive
548462,Dennis,Sanchez,M,dennis.sanchez86@gmail.com,(326)561-7166,9951 Sunset Ct,Seattle,WA,33224,USA,2018-11-29,12/15/1961,Gold,Mobile App,True,252.93,0.3265,Active
688153,Joseph,Robinson,M,joseph.robinson96@gmail.com,(487)896-6862,3237 Maple Ter,Jacksonville,FL,91951,USA,2020-03-01,11/19/1994,Silver,Mobile App,True,552.95,0.1893,Active
110139,Alexander,Anderson,M,alexander.anderson64@hotmail.com,(207)400-7489,1917 Hill Ter,San Diego,CA,75578,USA,2023-07-16,07/26/1987,Silver,Mobile App,True,58.42,0.0892,Inactive
217308,Christopher,Scott,M,christopher.scott17@hotmail.com,,8670 Hill Dr,San Antonio,TX,98864,USA,05/06/2024,09/30/1970,Bronze,Mobile App,True,110.44,0.2249,Active
178898,Frank,Baker,M,frank.baker55@yahoo.com,(530)642-7666,4589 Cedar Pl,Seattle,WA,71156,United States,2020-11-01,09/22/1995,Bronze,Web,True,112.65,0.1304,Active
824586,George,King,M,george.king54@outlook.com,(205)601-4188,5583 Maple Ter,Memphis,TN,13325,USA,2018-06-28,[Null],Bronze,Mobile App,True,135.33,0.2671,Suspended
256294,Rachel,Ramirez,F,,(840)299-1456,7963 Valley St,Chicago,IL,87664,USA,2020-10-20,08/30/1972,Bronze,Web,True,973.64,0.0591,Active
672092,Steven,Thomas,M,steven.thomas7@hotmail.com,(274)994-8184,1667 Meadow Ter,Houston,TX,26361,USA,2023-04-24,05/20/1976,Bronze,Mobile App,False,202.25,0.193,Active
137778,Michael,Williams,M,michael.williams8@icloud.com,(256)508-8075,1177 Cedar St,Fort Worth,TX,83303,USA,2021-07-07,10/31/1960,Bronze,Web,False,288.48,0.145,Active
975136,Andrew,Harris,M,andrew.harris77@yahoo.com,(664)593-8605,7114 Cherry Ter,Fort Worth,TX,23274,USA,2019-01-28,11/19/1991,Bronze,Web,True,116.88,0.1693,Active
487151,Samuel,Baker,M,samuel.baker76@gmail.com,(305)212-2106,9813 Washington Ter,Louisville,KY,26512,USA,2018-04-17,09/27/1995,Bronze,Web,True,76.48,0.1799,Active
710805,Dorothy,Thompson,F,dorothy.thompson18@yahoo.com,(330)519-8140,8507 Sunset Ln,Columbus,OH,86502,USA,2023-05-26,11/21/1994,Bronze,Mobile App,True,304.9,0.1328,Active
679364,Heather,Martinez,F,heather.martinez38@gmail.com,(208)730-3369,1039 Lake Pl,Phoenix,AZ,83328,USA,2023-04-08,09/10/1982,Bronze,Phone,True,448.08,0.186,Active
255287,Jason,Thompson,M,jason.thompson44@gmail.com,(687)911-8657,9926 Park Ter,San Antonio,TX,84199,USA,2020-03-31,01/20/1973,Silver,Web,False,313.36,0.2051,Active
550664,Brandon,Martin,M,brandon.martin6@gmail.com,(203)854-4654,3872 Meadow Ter,Columbus,OH,37936,USA,2021-09-08,07/23/1969,Silver,Mobile App,True,278.31,0.2035,Churned
233636,Kathleen,Mitchell,F,kathleen.mitchell24@yahoo.com,(571)210-2208,5963 Oak Pl,Memphis,TN,25098,USA,2021-09-19,09/21/1988,Bronze,Web,True,492.6,0.391,Churned
143860,Emily,Lewis,F,emily.lewis26@gmail.com,(378)424-5292,2955 Park Pl,San Antonio,TX,42239,USA,2022-01-14,12/09/1958,Platinum,,False,615.84,0.3468,Active
423232,Betty,Johnson,F,betty.johnson87@gmail.com,(870)313-6544,3544 River Way,Philadelphia,PA,41476,USA,2020-12-08,01/29/1964,silver,Mobile App,True,304.99,0.2283,Inactive
482364,George,Nelson,M,george.nelson9@gmail.com,(333)394-4140,8825 Highland Rd,Philadelphia,PA,51674,USA,2023-11-29,11/29/1993,Platinum,In-Store,False,932.27,0.2569,Active
934794,Sharon,Green,F,sharon.green38@outlook.com,(453)254-5588,2171 Spring Ter,San Diego,CA,74092,USA,2018-07-09,12/19/1971,Gold,Web,False,300.67,0.0407,Active
141832,Janet,Garcia,F,janet.garcia50@outlook.com,(710)731-8606,3032 Park Rd,Louisville,KY,78875,USA,2023-04-12,10/26/1960,Silver,Mobile App,True,329.32,0.247,Active
475190,Alexander,Young,M,alexander.young75@hotmail.com,(424)407-8406,3940 Highland Dr,Indianapolis,IN,50107,USA,2021-01-04,12/21/1990,Silver,Phone,True,348.07,0.0494,Active
320281,Timothy,Torres,M,timothy.torres18@outlook.com,(655)731-6760,3871 Birch St,Philadelphia,PA,70981,USA,2022-03-13,11/01/1977,Gold,Web,True,806.5,0.1919,Active
815198,HELEN,Perez,F,helen.perez48@outlook.com,(479)591-1404,3042 Meadow Dr,Columbus,OH,44815,USA,2023-01-22,12/11/1996,Bronze,Mobile App,,345.12,0.1421,Active
361650,Brian,Garcia,M,brian.garcia11@hotmail.com,(300)321-2168,6002 Main Pl,San Jose,CA,36254,USA,2023-08-18,01/02/2001,Gold,Mobile App,True,373.88,0.1829,Active
799330,Matthew,Baker,M,matthew.baker99@outlook.com,(395)922-3258,8998 Hill St,Austin,TX,49252,USA,2020-10-21,02/27/1982,Silver,Phone,False,891.84,0.1352,Active
207786,Brian,Sanchez,M,brian.sanchez98@icloud.com,(433)432-4438,7873 Lake Pl,Fort Worth,TX,86939,USA,2018-02-18,05/06/1997,Platinum,Web,False,234.44,0.1182,Active
470858,Maria,Robinson,F,maria.robinson41@icloud.com,(988)914-7843,3533 Meadow Way,Boston,MA,83196,USA,2023-03-05,07/24/1985,Bronze,Mobile App,False,162.93,0.0546,Active
918011,George,Rodriguez,M,george.rodriguez2@gmail.com,(874)563-6567,3794 Valley Ct,Denver,CO,99884,USA,2019-06-10,05/31/1982,Bronze,Mobile App,False,27.27,0.2349,Active
687080,Dennis,Roberts,M,dennis.roberts3@yahoo.com,(342)357-6410,9409 Cherry Ter,Washington,DC,85219,USA,2024-01-12,11/18/1981,Bronze,Mobile App,True,375.4,0.2599,Active
526117,Timothy,Wilson,M,timothy.wilson61@gmail.com,(783)662-5991,1627 Pine Ave,Fort Worth,TX,98458,USA,2018-09-18,12/14/2002,Gold,Web,True,779.76,0.2449,Active
750810,Nancy,Williams,F,nancy.williams9@icloud.com,(490)410-4818,4869 Spring Ave,Portland,OR,69593,USA,06/25/2023,05/29/1957,Silver,Web,True,277.66,0.2544,Active
885884,George,King,M,george.king53@gmail.com,(313)332-9789,6955 Forest Ave,New York,NY,Null,USA,2019-12-05,04/25/1984,Platinum,Web,False,186.41,0.2354,Inactive
262060,Sarah,Wilson,F,sarah.wilson74@hotmail.com,(714)933-8519,4612 Washington St,San Jose,CA,28702,USA,2022-11-06,08/05/1997,Silver,Web,True,269.36,0.3101,Inactive
348237,William,Sanchez,M,william.sanchez73@icloud.com,(673)789-1640,1592 River Way,Nashville,TN,55453,USA,2020-10-08,03/06/2002,Bronze,Mobile App,True,424.78,0.0681,Active
270395,Ronald,Flores,M,ronald.flores80@icloud.com,(593)874-4005,9416 Cedar Ct,Portland,OR,15723,USA,2019-12-19,03/27/1992,Bronze,Phone,True,1435.23,0.2174,Active
938742,Lisa,Moore,F,lisa.moore9@hotmail.com,(705)621-2986,6141 Maple Ave,Milwaukee,WI,76112,USA,01/12/2024,03/09/1981,Silver,In-Store,False,18.7,0.3145,Active
950155,Edward,Lewis,M,edward.lewis60@gmail.com,(854)911-8567,6344 Park Ct,Philadelphia,PA,35480,USA,2020-11-01,08/09/1973,Bronze,Web,True,5.47,0.1464,Active
285652,Robert,Smith,M,robert.smith96@gmail.com,(672)269-2352,9085 Lake Way,Dallas,TX,28383,USA,2019-04-15,03/31/1967,Bronze,Web,True,286.05,0.156,Active
532322,Paul,Hernandez,M,paul.hernandez16@icloud.com,(372)279-1183,4576 Elm Way,Philadelphia,PA,56935,USA,03/15/2018,01/07/1964,Silver,Web,True,39.2,0.1148,Suspended
125990,Margaret,Rivera,F,margaret.rivera7@yahoo.com,(599)906-6051,7374 Main Ter,Los Angeles,CA,10611,USA,2023-12-21,05/24/1974,Bronze,Phone,True,18.44,0.4448,Active
288073,Jerry,Harris,M,jerry.harris31@gmail.com,(216)631-1457,338 Park Dr,Memphis,TN,99123,USA,2020-04-06,05/27/1977,Silver,Web,True,239.92,0.2526,Churned
872343,Mark,Miller,M,mark.miller66@gmail.com,(534)530-4105,3493 Willow Ct,Louisville,KY,66083,USA,2019-11-19,12/26/1969,Bronze,Mobile App,True,11.7,0.4378,Churned
448321,Mark,Wilson,M,mark.wilson52@yahoo.com,(598)417-8516,3706 Maple Ln,Houston,TX,95189,USA,2021-12-31,01/05/1984,Platinum,Phone,True,11.3,0.3386,Active
920391,Melissa,Williams,F,melissa.williams77@gmail.com,(304)929-9784,9425 Pine Ln,Chicago,IL,22418,USA,2020-06-14,11/18/1991,Gold,In-Store,True,452.97,0.0676,Suspended
531712,Michelle,Green,F,michelle.green82@outlook.com,(882)693-2106,5590 Oak Ter,Washington,DC,86681,USA,2022-05-11,12/04/1966,Bronze,Phone,True,372.28,0.1216,Active
941204,Timothy,Allen,M,timothy.allen2@gmail.com,(831)977-3032,5160 Lake Ct,Oklahoma City,OK,41922,USA,2020-08-10,03/01/2000,Gold,Web,True,118.44,0.0985,Churned
802448,Elizabeth,Brown,F,elizabeth.brown20@gmail.com,(857)238-4900,9898 Meadow Rd,Phoenix,AZ,27598,USA,2022-03-15,09/29/1999,Bronze,Mobile App,True,293.36,0.3779,Inactive
870763,Joshua,Adams,M,joshua.adams54@outlook.com,(968)224-4752,5527 Park Dr,Louisville,KY,36976,USA,2018-06-12,09/23/2001,Silver,In-Store,False,43.42,0.0359,Suspended
950132,Linda,Nelson,F,linda.nelson24@gmail.com,(206)266-9055,1246 Washington St,San Diego,CA,93147,USA,2020-06-30,03/23/1989,Platinum,Mobile App,True,141.42,0.1154,Active
360222,Margaret,Rodriguez,F,margaret.rodriguez11@gmail.com,(678)518-3689,3336 Lake Ct,Chicago,IL,33125,USA,2019-12-13,05/02/1973,Platinum,In-Store,True,307.14,,Churned
379766,Ashley,Martin,F,ashley.martin26@gmail.com,(692)281-6891,6624 Highland Blvd,San Jose,CA,71697,USA,2024-06-19,03/20/1995,Bronze,Mobile App,False,221.78,0.1866,Active
266931,Jason,Allen,M,jason.allen62@gmail.com,(590)637-2363,5018 Cherry Pl,Nashville,TN,30027,USA,2022-11-11,12/25/1968,Bronze,Mobile App,False,128.82,0.0768,Churned
925622,Janet,Lopez,F,janet.lopez37@gmail.com,(820)692-2178,5559 Elm Way,Dallas,TX,35652,USA,2022-04-08,08/05/1996,Bronze,Web,True,43.3,0.207,Active
835343,Betty,Smith,F,betty.smith54@outlook.com,(593)701-6043,9738 Maple Ct,New York,NY,15089,USA,2023-08-13,07/29/1988,Silver,Phone,True,54.56,0.0723,Active
213346,Timothy,Torres,M,timothy.torres99@outlook.com,(721)926-9005,6132 Main Ct,Philadelphia,PA,65579,USA,2020-03-06,02/21/1994,Platinum,Web,False,49.43,0.1289,Active
501124,Ashley,Walker,F,ashley.walker83@gmail.com,(819)666-3414,4266 Lake Ter,Los Angeles,CA,85804,USA,2022-01-20,07/14/1957,Silver,Web,False,70.74,0.3449,Active
140605,Mary,Davis,F,mary.davis76@yahoo.com,(730)393-7929,2816 Valley Ln,Memphis,TN,49612,USA,2019-01-14,06/25/1989,Silver,Web,True,134.73,0.1148,Active
593554,Anna,Nelson,F,anna.nelson97@yahoo.com,(311)851-6642,2438 Hill Dr,Milwaukee,WI,62162,USA,2022-04-17,08/18/1982,Silver,Web,False,105.28,0.4465,Active
333238,James,Hernandez,M,james.hernandez90@gmail.com,(626)870-5724,7160 Pine Blvd,Portland,OR,59106,USA,2023-07-08,02/21/1955,Bronze,In-Store,True,321.77,0.0784,Active
309267,Carolyn,Rodriguez,F,carolyn.rodriguez15@gmail.com,(417)390-4292,1066 Pine Dr,San Antonio,TX,43993,USA,2023-06-16,04/30/1971,Bronze,In-Store,True,192.67,0.0287,Inactive
956253,Jeffrey,Green,M,jeffrey.green11@gmail.com,(483)265-6605,586 Birch Dr,Albuquerque,NM,72638,USA,2019-03-24,11/26/1969,Gold,Web,True,502.04,0.1143,Churned
582662,Gregory,carter,M,gregory.carter1@yahoo.com,(299)416-9557,218 Highland Ter,Houston,TX,78167,USA,2018-02-08,06/23/1960,Bronze,In-Store,True,9.45,0.6859,Active
466643,Gary,Walker,M,gary.walker88@outlook.com,(445)569-7528,6300 Cherry St,Memphis,TN,56665,USA,2021-10-12,07/12/1993,Silver,Web,True,16.56,0.1465,Active
420015,Richard,Smith,M,richard.smith16@outlook.com,(916)969-5072,6136 Meadow Ter,Charlotte,NC,99939,USA,2022-07-04,06/17/1967,Bronze,,True,169.04,0.0671,Churned
960394,Nicholas,Clark,M,nicholas.clark42@gmail.com,(568)246-6333,7379 Lake Ter,El Paso,TX,73509,USA,2020-02-09,04/13/1955,Bronze,Web,False,629.26,0.2956,Active
933980,Jack,Flores,M,jack.flores61@yahoo.com,(951)594-5814,3296 Elm Pl,Louisville,KY,84959,USA,2018-11-30,04/02/1986,Bronze,Mobile App,True,72.01,0.341,Active
338651,Jennifer,Rodriguez,F,jennifer.rodriguez71@icloud.com,(372)656-2895,7999 Willow Dr,Indianapolis,IN,41897,USA,2018-12-23,01/13/1982,Silver,Web,False,14.33,0.079,Active
333752,Lisa,Carter,F,lisa.carter92@gmail.com,(534)592-5593,3710 Hill Way,El Paso,TX,97897,U.S.A,2019-01-02,06/18/1964,Bronze,,True,178.84,0.0606,Active
124813,Raymond,Rodriguez,M,raymond.rodriguez89@gmail.com,(429)789-2059,5723 Highland Ct,Albuquerque,NM,95710,USA,2023-12-30,02/19/1999,Gold,Web,True,59.94,0.2869,Active
792094,Sharon,Anderson,F,sharon.anderson15@gmail.com,(958)806-4082,2002 Birch Rd,San Diego,CA,26700,USA,2020-11-27,05/18/1965,gold,Email,True,7.4,0.0676,Active
302511,Timothy,Torres,M,timothy.torres69@gmail.com,(597)633-6237,6080 Elm Pl,Boston,MA,96998,USA,2018-01-07,11/19/1982,Gold,Web,True,980.49,0.0726,Active
517821,Emma,Anderson,F,emma.anderson59@gmail.com,(503)424-9189,7567 Elm Ter,Houston,TX,47144,USA,2022-06-08,10/29/1955,Bronze,Web,True,269.4,0.2499,Active
444207,Catherine,Nelson,F,catherine.nelson89@gmail.com,(923)787-8836,3634 Forest Ln,Las Vegas,NV,59375,USA,2018-05-21,09/21/1983,Silver,Mobile App,True,381.45,0.0679,Active
392136,Kevin,Martinez,M,kevin.martinez7@hotmail.com,(699)944-7419,5000 Pine St,Portland,OR,81819,USA,2020-05-12,03/12/1975,Silver,Mobile App,False,365.27,0.111,Churned
172792,Kevin,Ramirez,M,kevin.ramirez51@gmail.com,(944)489-5626,3296 Willow Ct,El Paso,TX,22755,USA,04/24/2023,04/01/1986,Gold,Web,False,202.22,0.301,Active
910891,Michelle,Carter,F,michelle.carter21@icloud.com,(912)694-5769,2472 Washington Dr,Louisville,KY,35644,USA,2018-08-10,04/12/1982,silver,In-Store,True,146.86,0.1617,Active
392683,George,Campbell,M,george.campbell19@gmail.com,(637)895-3756,1022 Cedar Rd,Las Vegas,NV,72111,USA,2024-06-15,02/23/1964,Silver,Web,False,85.46,0.2095,Inactive
468203,Linda,Davis,F,linda.davis81@hotmail.com,(234)321-4946,6598 Forest Ln,San Francisco,CA,88139,USA,2021-10-18,12/02/1993,Platinum,Mobile App,False,287.82,0.157,Active
772642,Katherine,Mitchell,F,katherine.mitchell84@gmail.com,(847)868-8292,6118 Oak Ave,Fort Worth,TX,25286,USA,2019-01-03,08/06/1996,Bronze,In-Store,False,301.6,0.0272,Active
634150,Joseph,Young,M,joseph.young74@icloud.com,(480)910-2549,9813 Pine Ct,Oklahoma City,OK,73463,USA,2023-09-19,03/07/1975,Bronze,In-Store,True,303.8,0.193,Suspended
519093,KENNETH,Torres,M,kenneth.torres69@gmail.com,(917)220-7451,9210 Willow Pl,Phoenix,AZ,74036,USA,2019-02-12,03/06/1984,Gold,Web,True,52.56,0.1398,Active
812526,Eric,Nguyen,M,eric.nguyen16@gmail.com,(813)911-3948,187 Willow Way,Seattle,WA,51195,USA,2019-05-24,08/12/1973,Gold,Web,False,626.11,0.2651,Inactive
984642,Robert,Rodriguez,M,robert.rodriguez33@yahoo.com,(286)327-9292,4991 Sunset Pl,Denver,CO,32492,USA,2020-04-24,06/18/1969,Gold,Email,True,35.24,0.2522,Inactive
662262,Raymond,Smith,M,raymond.smith67@outlook.com,(874)746-8289,2391 Birch Way,San Diego,CA,51017,USA,2021-05-16,02/21/1959,Bronze,Mobile App,False,91.71,0.1624,Inactive
447235,Amanda,Hill,F,amanda.hill85@hotmail.com,(237)392-3321,5010 Washington Blvd,Seattle,WA,88924,USA,2023-09-23,10/29/1973,Bronze,Mobile App,False,193.89,0.1916,Active
128941,Margaret,Nguyen,F,margaret.nguyen55@gmail.com,(461)466-7255,2775 Highland Way,Jacksonville,FL,20912,USA,2021-02-10,07/12/1966,Gold,Web,False,229.57,0.0225,Active
220944,Gregory,Ramirez,M,gregory.ramirez94@gmail.com,(848)913-4156,6197 Birch Pl,Washington,DC,89291,USA,2019-08-10,04/12/1973,Bronze,Web,True,218.78,0.4751,Active
373903,Rebecca,Martinez,F,rebecca.martinez78@gmail.com,(476)327-9707,1902 Willow Ct,Austin,TX,18645,USA,2022-11-12,null,Silver,Phone,True,403.07,0.0761,Active
287241,BENJAMIN,Garcia,M,benjamin.garcia29@gmail.com,(300)586-4640,6303 Cedar Ave,Jacksonville,FL,33033,USA,2021-09-28,07/07/1979,Bronze,Mobile App,True,463.74,0.2526,Active
708792,Janet,Martin,F,janet.martin90@outlook.com,(764)477-2623,885 Pine Rd,Denver,CO,61060,USA,2023-06-29,07/28/1963,Bronze,Web,True,405.16,0.1347,Active
378361,Amanda,Mitchell,F,amanda.mitchell17@gmail.com,(903)725-3547,2170 Elm Ct,El Paso,TX,84391,USA,2023-12-18,02/15/1991,Gold,Web,True,1.27,0.204,Active
140115,Michael,Campbell,M,michael.campbell54@hotmail.com,(649)562-8678,8328 River Ln,Oklahoma City,OK,66068,USA,2022-02-25,05/07/1977,Bronze,Phone,False,148.96,0.0835,Churned
213668,Carolyn,Anderson,F,carolyn.anderson41@yahoo.com,(278)947-4932,1634 Pine Ter,San Jose,CA,17525,USA,2018-12-23,06/03/1982,Silver,Web,True,82.31,0.3588,Active
725550,Jack,Jackson,M,jack.jackson55@hotmail.com,(691)709-9437,8822 Cedar Ct,Seattle,WA,11821,USA,2023-07-12,12/17/1955,Bronze,Web,False,452.4,0.2329,Inactive
